CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,ln_CRIM,ln_ZN,ln_INDUS,ln_CHAS,ln_NOX,ln_RM,ln_AGE,ln_DIS,ln_RAD,ln_TAX,ln_PTRATIO,ln_B,ln_LSTAT,MEDV
1.13081,0,8.14,0,0.538,5.713,94.1,4.233,4,307,21,360.17,22.6,0.12293419,0,2.09679018,0,-0.619896719,1.74274428,4.544358047,1.442910962,1.386294361,5.726847748,3.044522438,5.886576142,3.117949906,12.7
1.35472,0,8.14,0,0.538,6.072,100,4.175,4,307,21,376.73,13.04,0.303594791,0,2.09679018,0,-0.619896719,1.80368804,4.605170186,1.429114358,1.386294361,5.726847748,3.044522438,5.93152875,2.568021556,14.5
1.38799,0,8.14,0,0.538,5.95,82,3.99,4,307,21,232.6,27.71,0.327856657,0,2.09679018,0,-0.619896719,1.78339122,4.406719247,1.383791231,1.386294361,5.726847748,3.044522438,5.44932024,3.321793359,13.2
1.15172,0,8.14,0,0.538,5.701,95,3.7872,4,307,21,358.77,18.35,0.141256477,0,2.09679018,0,-0.619896719,1.740641598,4.553876892,1.33162696,1.386294361,5.726847748,3.044522438,5.882681515,2.909629575,13.1
1.61282,0,8.14,0,0.538,6.096,96.9,3.7598,4,307,21,248.31,20.34,0.4779842,0,2.09679018,0,-0.619896719,1.807632818,4.573679519,1.324365764,1.386294361,5.726847748,3.044522438,5.514677966,3.012589391,13.5
0.06417,0,5.96,0,0.499,5.933,68.2,3.3603,5,279,19.2,396.9,9.68,-2.746219467,0,1.785070481,0,-0.695149183,1.780529987,4.222444565,1.212030256,1.609437912,5.631211782,2.954910279,5.98368436,2.270061901,18.9
0.09744,0,5.96,0,0.499,5.841,61.4,3.3779,5,279,19.2,377.56,11.41,-2.328518475,0,1.785070481,0,-0.695149183,1.764902015,4.117409835,1.217254215,1.609437912,5.631211782,2.954910279,5.933729496,2.434490164,20
0.08014,0,5.96,0,0.499,5.85,41.5,3.9342,5,279,19.2,396.9,8.77,-2.523980174,0,1.785070481,0,-0.695149183,1.766441661,3.725693427,1.369707558,1.609437912,5.631211782,2.954910279,5.98368436,2.171336806,21
0.17505,0,5.96,0,0.499,5.966,30.2,3.8473,5,279,19.2,393.43,10.13,-1.742683632,0,1.785070481,0,-0.695149183,1.786076686,3.407841924,1.347371604,1.609437912,5.631211782,2.954910279,5.974903161,2.315501318,24.7
0.02763,75,2.95,0,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32,-3.58885314,4.317488114,1.08180517,0,-0.848632083,1.886311786,3.08190997,1.686602637,1.098612289,5.529429088,2.90690106,5.980479431,1.463255402,30.8
0.03359,75,2.95,0,0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98,-3.393526875,4.317488114,1.08180517,0,-0.848632083,1.949332856,2.76000994,1.686602637,1.098612289,5.529429088,2.90690106,5.980454155,0.683096845,34.9
0.12744,0,6.91,0,0.448,6.77,2.9,5.7209,3,233,17.9,385.41,4.84,-2.060109613,0,1.932969638,0,-0.802962047,1.912501087,1.064710737,1.744126136,1.098612289,5.451038454,2.884800713,5.954307703,1.576914721,26.6
0.1415,0,6.91,0,0.448,6.169,6.6,5.7209,3,233,17.9,383.37,5.81,-1.955455562,0,1.932969638,0,-0.802962047,1.81953675,1.887069649,1.744126136,1.098612289,5.451038454,2.884800713,5.94900058,1.759580571,25.3
0.15936,0,6.91,0,0.448,6.211,6.5,5.7209,3,233,17.9,394.46,7.44,-1.836589485,0,1.932969638,0,-0.802962047,1.826321914,1.871802177,1.744126136,1.098612289,5.451038454,2.884800713,5.977517741,2.006870849,24.7
0.12269,0,6.91,0,0.448,6.069,40,5.7209,3,233,17.9,389.39,9.55,-2.09809443,0,1.932969638,0,-0.802962047,1.803193847,3.688879454,1.744126136,1.098612289,5.451038454,2.884800713,5.964581412,2.256541154,21.2
0.17142,0,6.91,0,0.448,5.682,33.8,5.1004,3,233,17.9,396.9,10.21,-1.763638594,0,1.932969638,0,-0.802962047,1.737303283,3.520460802,1.629318968,1.098612289,5.451038454,2.884800713,5.98368436,2.323367632,19.3
0.18836,0,6.91,0,0.448,5.786,33.3,5.1004,3,233,17.9,396.9,14.15,-1.669400254,0,1.932969638,0,-0.802962047,1.755441207,3.505557397,1.629318968,1.098612289,5.451038454,2.884800713,5.98368436,2.649714624,20
0.22927,0,6.91,0,0.448,6.03,85.5,5.6894,3,233,17.9,392.74,18.8,-1.472854931,0,1.932969638,0,-0.802962047,1.796747011,4.448516376,1.738604794,1.098612289,5.451038454,2.884800713,5.973147815,2.93385687,16.6
0.25387,0,6.91,0,0.448,5.399,95.3,5.87,3,233,17.9,396.9,30.81,-1.370932954,0,1.932969638,0,-0.802962047,1.686213751,4.557029811,1.769854634,1.098612289,5.451038454,2.884800713,5.98368436,3.427839313,14.4
0.21977,0,6.91,0,0.448,5.602,62,6.0877,3,233,17.9,396.9,16.2,-1.515173734,0,1.932969638,0,-0.802962047,1.723123677,4.127134385,1.806270342,1.098612289,5.451038454,2.884800713,5.98368436,2.785011242,19.4
0.08873,21,5.64,0,0.439,5.963,45.7,6.8147,4,243,16.8,395.56,13.45,-2.422157228,3.044522438,1.729884066,0,-0.823255866,1.78557371,3.822098298,1.919082044,1.386294361,5.493061443,2.821378886,5.980302482,2.598979106,19.7
0.04337,21,5.64,0,0.439,6.115,63,6.8147,4,243,16.8,393.97,9.43,-3.137987321,3.044522438,1.729884066,0,-0.823255866,1.810744769,4.143134726,1.919082044,1.386294361,5.493061443,2.821378886,5.976274764,2.243896097,20.5
0.0536,21,5.64,0,0.439,6.511,21.1,6.8147,4,243,16.8,396.9,5.28,-2.926206211,3.044522438,1.729884066,0,-0.823255866,1.873493054,3.04927304,1.919082044,1.386294361,5.493061443,2.821378886,5.98368436,1.663926098,25
0.04981,21,5.64,0,0.439,5.998,21.4,6.8147,4,243,16.8,396.9,8.43,-2.999539512,3.044522438,1.729884066,0,-0.823255866,1.79142608,3.063390922,1.919082044,1.386294361,5.493061443,2.821378886,5.98368436,2.131796772,23.4
0.0136,75,4,0,0.41,5.888,47.6,7.3197,3,469,21.1,396.9,14.8,-4.297685486,4.317488114,1.386294361,0,-0.891598119,1.772916381,3.862832761,1.990569344,1.098612289,6.150602768,3.04927304,5.98368436,2.694627181,18.9
0.01311,90,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,-4.334379981,4.49980967,0.198850859,0,-0.908818717,1.980863528,3.086486637,2.162932145,1.609437912,5.420534999,2.884800713,5.981237428,1.570697084,35.4
0.02055,85,0.74,0,0.41,6.383,35.7,9.1876,2,313,17.3,396.9,5.77,-3.884894338,4.442651256,-0.301105093,0,-0.891598119,1.853638206,3.575150689,2.217854749,0.693147181,5.746203191,2.850706502,5.98368436,1.752672081,24.7
0.01432,100,1.32,0,0.411,6.816,40.5,8.3248,5,256,15.1,392.9,3.95,-4.246098117,4.605170186,0.277631737,0,-0.889162064,1.91927279,3.701301974,2.119239012,1.609437912,5.545177444,2.714694744,5.973555127,1.373715579,31.6
0.15445,25,5.13,0,0.453,6.145,29.2,7.8148,8,284,19.7,390.68,6.86,-1.86788486,3.218875825,1.635105659,0,-0.791863153,1.815638743,3.374168709,2.056019372,2.079441542,5.648974238,2.980618636,5.967888811,1.925707442,23.3
0.10328,25,5.13,0,0.453,5.927,47.2,6.932,8,284,19.7,396.9,9.22,-2.270311532,3.218875825,1.635105659,0,-0.791863153,1.779518183,3.854393893,1.936148372,2.079441542,5.648974238,2.980618636,5.98368436,2.221375038,19.6
0.14932,25,5.13,0,0.453,5.741,66.2,7.2254,8,284,19.7,395.11,13.15,-1.901663625,3.218875825,1.635105659,0,-0.791863153,1.747633411,4.192680463,1.977602596,2.079441542,5.648974238,2.980618636,5.979164207,2.576421759,18.7
0.17171,25,5.13,0,0.453,5.966,93.4,6.8185,8,284,19.7,378.08,14.44,-1.761948272,3.218875825,1.635105659,0,-0.791863153,1.786076686,4.536891345,1.919639506,2.079441542,5.648974238,2.980618636,5.935105813,2.670002133,16
0.11027,25,5.13,0,0.453,6.456,67.8,7.2255,8,284,19.7,396.9,6.73,-2.204823375,3.218875825,1.635105659,0,-0.791863153,1.865009931,4.216562195,1.977616436,2.079441542,5.648974238,2.980618636,5.98368436,1.906575144,22.2
0.1265,25,5.13,0,0.453,6.762,43.4,7.9809,8,284,19.7,395.58,9.5,-2.067512971,3.218875825,1.635105659,0,-0.791863153,1.911318704,3.770459441,2.077051187,2.079441542,5.648974238,2.980618636,5.980353042,2.251291799,25
0.01951,17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,216,18.6,393.24,8.05,-3.936828124,2.862200881,0.322083499,0,-0.876829663,1.960658006,4.085976313,2.221689522,1.098612289,5.375278408,2.923161581,5.974420112,2.085672091,33
0.03584,80,3.37,0,0.398,6.29,17.8,6.6115,4,337,16.1,396.9,4.67,-3.328690691,4.382026635,1.214912744,0,-0.921303274,1.838961071,2.879198457,1.888810557,1.386294361,5.82008293,2.778819272,5.98368436,1.541159072,23.5
0.04379,80,3.37,0,0.398,5.787,31.1,6.6115,4,337,16.1,396.9,10.24,-3.128349798,4.382026635,1.214912744,0,-0.921303274,1.755614023,3.437207819,1.888810557,1.386294361,5.82008293,2.778819272,5.98368436,2.32630162,19.4
0.05789,12.5,6.07,0,0.409,5.878,21.4,6.498,4,345,18.9,396.21,8.1,-2.849210621,2.525728644,1.803358605,0,-0.894040123,1.771216568,3.063390922,1.871494437,1.386294361,5.843544417,2.939161922,5.981944374,2.091864062,22
0.13554,12.5,6.07,0,0.409,5.594,36.8,6.498,4,345,18.9,396.9,13.09,-1.998488479,2.525728644,1.803358605,0,-0.894040123,1.721694595,3.605497845,1.871494437,1.386294361,5.843544417,2.939161922,5.98368436,2.57184858,17.4
0.12816,12.5,6.07,0,0.409,5.885,33,6.498,4,345,18.9,396.9,8.79,-2.054475796,2.525728644,1.803358605,0,-0.894040123,1.772406741,3.496507561,1.871494437,1.386294361,5.843544417,2.939161922,5.98368436,2.173614712,20.9
0.08826,0,10.81,0,0.413,6.417,6.6,5.2873,4,305,19.2,383.73,6.72,-2.427468275,0,2.380471632,0,-0.884307686,1.858950719,1.887069649,1.665307719,1.386294361,5.720311777,2.954910279,5.94993918,1.905088155,24.2
0.15876,0,10.81,0,0.413,5.961,17.5,5.2873,4,305,19.2,376.94,9.88,-1.840361651,0,2.380471632,0,-0.884307686,1.785238252,2.862200881,1.665307719,1.386294361,5.720311777,2.954910279,5.932086024,2.290512512,21.7
0.09164,0,10.81,0,0.413,6.065,7.8,5.2873,4,305,19.2,390.91,5.52,-2.389887421,0,2.380471632,0,-0.884307686,1.802534542,2.054123734,1.665307719,1.386294361,5.720311777,2.954910279,5.968477354,1.70837786,22.8
0.19539,0,10.81,0,0.413,6.245,6.2,5.2873,4,305,19.2,377.17,7.54,-1.632757718,0,2.380471632,0,-0.884307686,1.831781144,1.824549292,1.665307719,1.386294361,5.720311777,2.954910279,5.932696014,2.020222182,23.4
0.07896,0,12.83,0,0.437,6.273,6,4.2515,5,398,18.7,394.92,6.78,-2.538813884,0,2.551786179,0,-0.827822084,1.836254709,1.791759469,1.447271862,1.609437912,5.986452005,2.928523524,5.978683213,1.913977102,24.1
0.09512,0,12.83,0,0.437,6.286,45,4.5026,5,398,18.7,383.23,8.94,-2.352616027,0,2.551786179,0,-0.827822084,1.838324938,3.80666249,1.504655008,1.609437912,5.986452005,2.928523524,5.948635331,2.190535589,21.4
0.10153,0,12.83,0,0.437,6.279,74.5,4.0522,5,398,18.7,373.66,11.97,-2.287400958,0,2.551786179,0,-0.827822084,1.837210732,4.310799125,1.399259944,1.609437912,5.986452005,2.928523524,5.923346293,2.48240352,20
0.08707,0,12.83,0,0.437,6.14,45.8,4.0905,5,398,18.7,386.96,10.27,-2.441042886,0,2.551786179,0,-0.827822084,1.814824742,3.824284091,1.408667212,1.609437912,5.986452005,2.928523524,5.958321329,2.329227024,20.8
0.05646,0,12.83,0,0.437,6.232,53.7,5.0141,5,398,18.7,386.4,12.34,-2.874222856,0,2.551786179,0,-0.827822084,1.829697309,3.983413002,1.612253944,1.609437912,5.986452005,2.928523524,5.956873102,2.512846018,21.2
0.08387,0,12.83,0,0.437,5.874,36.6,4.5026,5,398,18.7,396.06,9.1,-2.478487298,0,2.551786179,0,-0.827822084,1.770535833,3.60004824,1.504655008,1.609437912,5.986452005,2.928523524,5.981565715,2.208274414,20.3
0.04113,25,4.86,0,0.426,6.727,33.5,5.4007,4,281,19,396.9,5.29,-3.191017497,3.218875825,1.581038438,0,-0.853315933,1.906129279,3.511545439,1.686528575,1.386294361,5.638354669,2.944438979,5.98368436,1.665818246,28
0.04462,25,4.86,0,0.426,6.619,70.4,5.4007,4,281,19,395.63,7.22,-3.10957309,3.218875825,1.581038438,0,-0.853315933,1.889944301,4.254193263,1.686528575,1.386294361,5.638354669,2.944438979,5.980479431,1.976854953,23.9
0.03659,25,4.86,0,0.426,6.302,32.2,5.4007,4,281,19,396.9,6.72,-3.3079803,3.218875825,1.581038438,0,-0.853315933,1.840867043,3.471966453,1.686528575,1.386294361,5.638354669,2.944438979,5.98368436,1.905088155,24.8
0.03551,25,4.86,0,0.426,6.167,46.7,5.4007,4,281,19,390.64,7.51,-3.337940932,3.218875825,1.581038438,0,-0.853315933,1.819212496,3.843744165,1.686528575,1.386294361,5.638354669,2.944438979,5.96778642,2.016235466,22.9
0.05059,0,4.49,0,0.449,6.389,48,4.7794,3,247,18.5,396.9,9.62,-2.984001351,0,1.501852702,0,-0.800732391,1.854577762,3.871201011,1.564315016,1.098612289,5.509388337,2.917770732,5.98368436,2.263844265,23.9
0.05735,0,4.49,0,0.449,6.63,56.1,4.4377,3,247,18.5,392.3,6.53,-2.858582435,0,1.501852702,0,-0.800732391,1.891604804,4.027135813,1.490136224,1.098612289,5.509388337,2.917770732,5.972026853,1.876406943,26.6
0.05188,0,4.49,0,0.449,6.015,45.1,4.4272,3,247,18.5,395.99,12.86,-2.95882192,0,1.501852702,0,-0.800732391,1.794256349,3.808882247,1.48776733,1.098612289,5.509388337,2.917770732,5.981388958,2.554121719,22.5
0.07151,0,4.49,0,0.449,6.121,56.8,3.7476,3,247,18.5,395.15,8.44,-2.637917979,0,1.501852702,0,-0.800732391,1.811725482,4.039536326,1.321115635,1.098612289,5.509388337,2.917770732,5.97926544,2.132982309,22.2
0.0566,0,3.41,0,0.489,7.007,86.3,3.4217,2,270,17.8,396.9,5.5,-2.871746294,0,1.226712291,0,-0.71539279,1.946909649,4.457829598,1.230137504,0.693147181,5.598421959,2.879198457,5.98368436,1.704748092,23.6
0.05302,0,3.41,0,0.489,7.079,63.1,3.4145,2,270,17.8,396.06,5.7,-2.937086078,0,1.226712291,0,-0.71539279,1.957132655,4.14472077,1.228031069,0.693147181,5.598421959,2.879198457,5.981565715,1.740466175,28.7
0.04684,0,3.41,0,0.489,6.417,66.1,3.0923,2,270,17.8,392.18,8.81,-3.06101774,0,1.226712291,0,-0.71539279,1.858950719,4.191168747,1.128915151,0.693147181,5.598421959,2.879198457,5.971720918,2.17588744,22.6
0.03932,0,3.41,0,0.489,6.405,73.9,3.0921,2,270,17.8,393.55,8.2,-3.236021984,0,1.226712291,0,-0.71539279,1.857078935,4.302712828,1.128850472,0.693147181,5.598421959,2.879198457,5.975208125,2.104134154,22
0.04203,28,15.04,0,0.464,6.442,53.6,3.6659,4,270,18.2,395.01,8.16,-3.16937163,3.33220451,2.710713319,0,-0.767870727,1.862839051,3.981549068,1.299073871,1.386294361,5.598421959,2.901421594,5.978911081,2.099244169,22.9
0.02875,28,15.04,0,0.464,6.211,28.9,3.6659,4,270,18.2,396.33,6.21,-3.549117512,3.33220451,2.710713319,0,-0.767870727,1.826321914,3.363841595,1.299073871,1.386294361,5.598421959,2.901421594,5.982247198,1.826160896,25
0.04294,28,15.04,0,0.464,6.249,77.3,3.615,4,270,18.2,396.9,10.59,-3.147951487,3.33220451,2.710713319,0,-0.767870727,1.832421451,4.347693956,1.285091856,1.386294361,5.598421959,2.901421594,5.98368436,2.35991016,20.6
0.12204,0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18,357.98,6.65,-2.103406419,0,1.061256502,0,-0.809680997,1.890850372,4.056988776,1.251390599,0.693147181,5.620400866,2.890371758,5.880477119,1.894616855,28.4
0.11504,0,2.89,0,0.445,6.163,69.6,3.4952,2,276,18,391.83,11.34,-2.162475385,0,1.061256502,0,-0.809680997,1.818563672,4.242764567,1.251390599,0.693147181,5.620400866,2.890371758,5.970828072,2.428336298,21.4
0.12083,0,2.89,0,0.445,8.069,76,3.4952,2,276,18,396.9,4.21,-2.11337068,0,1.061256502,0,-0.809680997,2.088029559,4.33073334,1.251390599,0.693147181,5.620400866,2.890371758,5.98368436,1.437462648,38.7
0.08187,0,2.89,0,0.445,7.82,36.9,3.4952,2,276,18,393.53,3.57,-2.502622656,0,1.061256502,0,-0.809680997,2.056684555,3.608211551,1.251390599,0.693147181,5.620400866,2.890371758,5.975157304,1.272565596,43.8
0.0686,0,2.89,0,0.445,7.416,62.5,3.4952,2,276,18,396.9,6.19,-2.679462744,0,1.061256502,0,-0.809680997,2.003639828,4.135166557,1.251390599,0.693147181,5.620400866,2.890371758,5.98368436,1.822935087,33.2
0.14866,0,8.56,0,0.52,6.727,79.9,2.7778,5,384,20.9,394.76,9.42,-1.90609346,0,2.14710019,0,-0.653926467,1.906129279,4.380775853,1.021659247,1.609437912,5.950642553,3.039749159,5.978277985,2.242835089,27.5
0.11432,0,8.56,0,0.52,6.781,71.3,2.8561,5,384,20.9,395.58,7.67,-2.168753745,0,2.14710019,0,-0.653926467,1.914124584,4.266896327,1.049457058,1.609437912,5.950642553,3.039749159,5.980353042,2.037316615,26.5
0.22876,0,8.56,0,0.52,6.405,85.4,2.7147,5,384,20.9,70.8,10.63,-1.47508186,0,2.14710019,0,-0.653926467,1.857078935,4.447346101,0.99868145,1.609437912,5.950642553,3.039749159,4.259859001,2.363680192,18.6
0.21161,0,8.56,0,0.52,6.137,87.4,2.7147,5,384,20.9,394.47,13.44,-1.553010321,0,2.14710019,0,-0.653926467,1.814336023,4.470495283,0.99868145,1.609437912,5.950642553,3.039749159,5.977543092,2.598235335,19.3
0.1396,0,8.56,0,0.52,6.167,90,2.421,5,384,20.9,392.69,12.33,-1.968974089,0,2.14710019,0,-0.653926467,1.819212496,4.49980967,0.884180678,1.609437912,5.950642553,3.039749159,5.973020497,2.512035317,20.1
0.13262,0,8.56,0,0.52,5.851,96.7,2.1069,5,384,20.9,394.05,16.47,-2.020267383,0,2.14710019,0,-0.653926467,1.766612587,4.571613402,0.745217673,1.609437912,5.950642553,3.039749159,5.976477805,2.801540544,19.5
0.1712,0,8.56,0,0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66,-1.764922815,0,2.14710019,0,-0.653926467,1.764045631,4.520701029,0.793444902,1.609437912,5.950642553,3.039749159,5.980580531,2.926382195,19.5
0.13117,0,8.56,0,0.52,6.127,85.2,2.1224,5,384,20.9,387.69,14.09,-2.031261087,0,2.14710019,0,-0.653926467,1.812705234,4.445001434,0.752547524,1.609437912,5.950642553,3.039749159,5.960206051,2.645465326,20.4
0.12802,0,8.56,0,0.52,6.474,97.1,2.4329,5,384,20.9,395.24,12.27,-2.055568777,0,2.14710019,0,-0.653926467,1.867794156,4.575741375,0.889083961,1.609437912,5.950642553,3.039749159,5.979493175,2.507157259,19.8
0.26363,0,8.56,0,0.52,6.229,91.2,2.5451,5,384,20.9,391.23,15.55,-1.333208674,0,2.14710019,0,-0.653926467,1.829215806,4.513054897,0.934169942,1.609437912,5.950642553,3.039749159,5.969295622,2.744060639,19.4
0.10793,0,8.56,0,0.52,6.195,54.4,2.7778,5,384,20.9,393.49,13,-2.22627241,0,2.14710019,0,-0.653926467,1.823742515,3.996364154,1.021659247,1.609437912,5.950642553,3.039749159,5.975055655,2.564949357,21.7
0.10084,0,10.01,0,0.547,6.715,81.6,2.6775,6,432,17.8,395.59,10.16,-2.294220177,0,2.303584593,0,-0.603306477,1.90434383,4.401829262,0.984883523,1.791759469,6.068425588,2.879198457,5.980378321,2.318458442,22.8
